image,v,w
segmentation/segmentation_0107.png,0.6102327108383179,-0.014214600392824267
segmentation/segmentation_0108.png,0.6286690831184387,0.005342358486825901
segmentation/segmentation_0109.png,0.5458216071128845,0.03524010183890134
segmentation/segmentation_0110.png,0.538934051990509,0.03555945278496382
segmentation/segmentation_0111.png,0.5064800381660461,0.050136820618605846
segmentation/segmentation_0112.png,0.5048686861991882,0.0524666918911638
segmentation/segmentation_0113.png,0.5449997782707214,0.037027281550298274
segmentation/segmentation_0114.png,0.6085219979286194,0.012030296666974347
segmentation/segmentation_0115.png,0.607027530670166,-0.01345034496627945
segmentation/segmentation_0116.png,0.5695167183876038,-0.04225708406104918
segmentation/segmentation_0117.png,0.5784703493118286,-0.04823699671644975
segmentation/segmentation_0118.png,0.5594049096107483,-0.04387630375838174
segmentation/segmentation_0119.png,0.5895161628723145,-0.043924109935510255
segmentation/segmentation_0120.png,0.5662697553634644,-0.03965657974821693
segmentation/segmentation_0121.png,0.6283867359161377,-0.03926819106538529
segmentation/segmentation_0122.png,0.5887024998664856,-0.0501630628577124
segmentation/segmentation_0123.png,0.5880113840103149,-0.044176408802867426
segmentation/segmentation_0124.png,0.6564687490463257,-0.021173912020037565
segmentation/segmentation_0125.png,0.692609965801239,-0.0042093525934145115
segmentation/segmentation_0126.png,0.6746652722358704,0.008419293801556722
segmentation/segmentation_0127.png,0.6690014600753784,0.009223177502158762
segmentation/segmentation_0128.png,0.6947758197784424,0.0028856116409904887
segmentation/segmentation_0129.png,0.657856822013855,-0.012507236782460778
segmentation/segmentation_0130.png,0.6271878480911255,-0.001781896901926352
segmentation/segmentation_0131.png,0.6494067907333374,0.0020230045638798475
segmentation/segmentation_0132.png,0.6038342714309692,0.0030576735791150653
segmentation/segmentation_0133.png,0.6603443026542664,-0.0010860023772793748
segmentation/segmentation_0134.png,0.6015122532844543,-0.009506180993348155
segmentation/segmentation_0135.png,0.5287062525749207,-0.03032693926718178
segmentation/segmentation_0136.png,0.5451498031616211,-0.01962932533286707
segmentation/segmentation_0137.png,0.5691558122634888,-0.010303994272955131
segmentation/segmentation_0138.png,0.588735818862915,-0.00013977769018335383
segmentation/segmentation_0139.png,0.5740510821342468,0.0037718717608110413
segmentation/segmentation_0140.png,0.6479303240776062,-0.0005873246404362203
segmentation/segmentation_0141.png,0.5901552438735962,-0.011999551959862485
segmentation/segmentation_0142.png,0.5988160967826843,-0.0006806487910076186
segmentation/segmentation_0143.png,0.5737971663475037,0.00878361296037641
segmentation/segmentation_0144.png,0.5602370500564575,0.01212888611176774
segmentation/segmentation_0145.png,0.5811471939086914,0.002181647667683976
segmentation/segmentation_0146.png,0.5935699939727783,-0.013961293978932768
segmentation/segmentation_0147.png,0.5379763245582581,-0.025311158284019232
segmentation/segmentation_0148.png,0.5675638914108276,-0.011786864170221137
segmentation/segmentation_0149.png,0.5768711566925049,0.012020708153368162
segmentation/segmentation_0150.png,0.5269885063171387,0.030778259801120877
segmentation/segmentation_0151.png,0.48537665605545044,0.04692952246771566
segmentation/segmentation_0152.png,0.4453781545162201,0.05460624933271759
segmentation/segmentation_0153.png,0.49925750494003296,0.061784162586705285
segmentation/segmentation_0154.png,0.522726833820343,0.05360850929395927
segmentation/segmentation_0155.png,0.4547499716281891,0.06877688270692849
segmentation/segmentation_0156.png,0.4993409216403961,0.06651958827600264
segmentation/segmentation_0156.png,0.49260807037353516,0.06016792003814671
segmentation/segmentation_0158.png,0.5484726428985596,0.052606328853103644
segmentation/segmentation_0159.png,0.593770444393158,0.04115274011785826
segmentation/segmentation_0160.png,0.7177085876464844,0.015761351134495893
segmentation/segmentation_0161.png,0.6736030578613281,0.019607217951100937
segmentation/segmentation_0162.png,0.6796132326126099,0.02494757395062656
segmentation/segmentation_0163.png,0.6223366856575012,0.026515911246058024
segmentation/segmentation_0164.png,0.6463016867637634,0.027625096422932226
segmentation/segmentation_0165.png,0.6411543488502502,0.028418353906622704
segmentation/segmentation_0166.png,0.7203952074050903,0.013149725584890705
segmentation/segmentation_0167.png,0.7021133899688721,0.0025820995333738148
segmentation/segmentation_0168.png,0.6709161996841431,0.022023850680538196
segmentation/segmentation_0169.png,0.6179354190826416,0.02490842294924838
segmentation/segmentation_0170.png,0.6470398902893066,0.024741475500299214
segmentation/segmentation_0171.png,0.7181041240692139,0.014071842781126186
segmentation/segmentation_0172.png,0.7085902094841003,0.002114558806199497
segmentation/segmentation_0173.png,0.6268446445465088,-0.02480604734607205
segmentation/segmentation_0174.png,0.6275054216384888,-0.016554092891277156
segmentation/segmentation_0175.png,0.6367378234863281,-0.004991772522415988
segmentation/segmentation_0176.png,0.6269436478614807,-0.003457011036992459
segmentation/segmentation_0176.png,0.5913283228874207,-0.005030658436067018
segmentation/segmentation_0178.png,0.6599521636962891,-0.0065579343263047415
segmentation/segmentation_0179.png,0.674638569355011,-0.018730812095731998
segmentation/segmentation_0180.png,0.6803497076034546,-0.01628787387310599
segmentation/segmentation_0181.png,0.6335168480873108,-0.011897365814729121
segmentation/segmentation_0182.png,0.6343892216682434,-0.02155145189547969
segmentation/segmentation_0183.png,0.5699276924133301,-0.030047668460746517
segmentation/segmentation_0184.png,0.5869687795639038,-0.046110867636432865
segmentation/segmentation_0185.png,0.5444108843803406,-0.0731018118328629
segmentation/segmentation_0186.png,0.5383973121643066,-0.06626780068981097
segmentation/segmentation_0187.png,0.5698918700218201,-0.048170154051486655
segmentation/segmentation_0188.png,0.6094794273376465,-0.031009144266461224
segmentation/segmentation_0189.png,0.6383678317070007,-0.018816540529807958
segmentation/segmentation_0190.png,0.6305332183837891,-0.013142318846358891
segmentation/segmentation_0191.png,0.6326886415481567,-0.0291783175110971
segmentation/segmentation_0192.png,0.592962920665741,-0.0472453478378515
segmentation/segmentation_0192.png,0.5917275547981262,-0.047838855537511216
segmentation/segmentation_0194.png,0.5721559524536133,-0.054101306419795415
segmentation/segmentation_0195.png,0.5663525462150574,-0.05449502802805896
segmentation/segmentation_0196.png,0.6044386029243469,-0.052649926761803585
segmentation/segmentation_0196.png,0.6243010759353638,-0.05402174799087265
segmentation/segmentation_0197.png,0.6248012185096741,-0.05549853667410587
segmentation/segmentation_0199.png,0.6457949876785278,-0.04657071924703617
segmentation/segmentation_0200.png,0.6367558240890503,-0.04680373731243719
segmentation/segmentation_0201.png,0.592761218547821,-0.06027531461004321
segmentation/segmentation_0202.png,0.5635124444961548,-0.07452545690686682
segmentation/segmentation_0203.png,0.5344088673591614,-0.10013846156999243
segmentation/segmentation_0204.png,0.5042405724525452,-0.11552549449191736
segmentation/segmentation_0204.png,0.48685699701309204,-0.11156542465508573
segmentation/segmentation_0206.png,0.5409384965896606,-0.10403172870569558
segmentation/segmentation_0207.png,0.548002302646637,-0.0853993812752086
segmentation/segmentation_0208.png,0.6172306537628174,-0.061428357000531064
segmentation/segmentation_0208.png,0.5991173386573792,-0.04619104809305953
segmentation/segmentation_0210.png,0.6497791409492493,-0.03754240521452736
segmentation/segmentation_0211.png,0.6649340391159058,-0.03191258081527491
segmentation/segmentation_0211.png,0.6536514163017273,-0.036712276791258235
segmentation/segmentation_0212.png,0.6323325037956238,-0.04275418513883296
segmentation/segmentation_0213.png,0.6000366806983948,-0.05269526453022846
segmentation/segmentation_0214.png,0.5140734314918518,-0.06107670139828686
segmentation/segmentation_0215.png,0.5000377893447876,-0.07634237055407214
segmentation/segmentation_0216.png,0.5033890008926392,-0.07650141642742629
segmentation/segmentation_0217.png,0.4887648820877075,-0.08246848768435992
segmentation/segmentation_0218.png,0.4865686893463135,-0.08275068020910781
segmentation/segmentation_0219.png,0.4773370623588562,-0.0860962539223967
segmentation/segmentation_0220.png,0.4529634118080139,-0.08934493083051985
segmentation/segmentation_0221.png,0.45087602734565735,-0.09784162263446547
segmentation/segmentation_0222.png,0.397296667098999,-0.10306640320806945
segmentation/segmentation_0223.png,0.43651047348976135,-0.10288769550917182
segmentation/segmentation_0224.png,0.41336163878440857,-0.10330456741954383
segmentation/segmentation_0225.png,0.45783892273902893,-0.10147685253316012
segmentation/segmentation_0226.png,0.4379865229129791,-0.10284120625159482
segmentation/segmentation_0227.png,0.4753803610801697,-0.1017316812866026
segmentation/segmentation_0228.png,0.46149659156799316,-0.1036770521277842
segmentation/segmentation_0229.png,0.4744270443916321,-0.10291426599823036
segmentation/segmentation_0230.png,0.4877912700176239,-0.10245080740771512
segmentation/segmentation_0231.png,0.4986056983470917,-0.10219991640791568
segmentation/segmentation_0232.png,0.5084443688392639,-0.10208992333711873
segmentation/segmentation_0233.png,0.517991840839386,-0.10472927636382573
segmentation/segmentation_0234.png,0.5677181482315063,-0.10181225828710959
segmentation/segmentation_0235.png,0.5644393563270569,-0.09941685939982157
segmentation/segmentation_0236.png,0.5623132586479187,-0.09750210002253595
segmentation/segmentation_0237.png,0.5566519498825073,-0.1007876683788618
segmentation/segmentation_0238.png,0.5621744990348816,-0.10107356416880929
segmentation/segmentation_0239.png,0.5614261031150818,-0.10133844007164132
segmentation/segmentation_0240.png,0.5725446343421936,-0.10159526351150794
segmentation/segmentation_0241.png,0.539797306060791,-0.09927684404760598
segmentation/segmentation_0242.png,0.5650008320808411,-0.09712163450192124
segmentation/segmentation_0243.png,0.5578310489654541,-0.09532288676366994
segmentation/segmentation_0244.png,0.5357548594474792,-0.09891010689365476
segmentation/segmentation_0245.png,0.5360609292984009,-0.09931991149643388
segmentation/segmentation_0246.png,0.5426780581474304,-0.09705419815632159
segmentation/segmentation_0247.png,0.5378895401954651,-0.09769860848801054
segmentation/segmentation_0248.png,0.5411931276321411,-0.09297604262966931
segmentation/segmentation_0249.png,0.5528924465179443,-0.08348068804985405
segmentation/segmentation_0250.png,0.5477850437164307,-0.08565880378059829
segmentation/segmentation_0251.png,0.5466391444206238,-0.08725950740755199
segmentation/segmentation_0252.png,0.5514512062072754,-0.08576350717699976
segmentation/segmentation_0253.png,0.5547592043876648,-0.08432044461691648
segmentation/segmentation_0254.png,0.5444188714027405,-0.08299172942312294
segmentation/segmentation_0255.png,0.5769146680831909,-0.0789823782556189
segmentation/segmentation_0256.png,0.5584561824798584,-0.07270019256017227
segmentation/segmentation_0257.png,0.5553116798400879,-0.07489015739420189
segmentation/segmentation_0258.png,0.561289370059967,-0.07382595004301816
segmentation/segmentation_0259.png,0.5746938586235046,-0.06736640709336625
segmentation/segmentation_0260.png,0.5820080637931824,-0.06427199906659771
segmentation/segmentation_0261.png,0.5667716264724731,-0.061134009984416496
segmentation/segmentation_0262.png,0.6084005832672119,-0.04503991912426
segmentation/segmentation_0263.png,0.6040524840354919,-0.04382251619718808
segmentation/segmentation_0264.png,0.6192322969436646,-0.03658557952311402
segmentation/segmentation_0265.png,0.6312448978424072,-0.029926631724429373
segmentation/segmentation_0266.png,0.6407356858253479,-0.023451406077095633
segmentation/segmentation_0267.png,0.600251317024231,-0.027650507397735252
segmentation/segmentation_0268.png,0.5944721698760986,-0.027991953179440816
segmentation/segmentation_0269.png,0.5351586937904358,-0.03568198011973743
segmentation/segmentation_0270.png,0.531512975692749,-0.047413937906696735
segmentation/segmentation_0271.png,0.5127331018447876,-0.04156881859850255
segmentation/segmentation_0272.png,0.5319194793701172,-0.04444980193288156
segmentation/segmentation_0273.png,0.4947384297847748,-0.04691263747097579
segmentation/segmentation_0274.png,0.5223549008369446,-0.035952330565456526
segmentation/segmentation_0275.png,0.5598280429840088,-0.02650944666354791
segmentation/segmentation_0276.png,0.5486071705818176,-0.02088011315317674
segmentation/segmentation_0277.png,0.6171970963478088,-0.004461720182949928
segmentation/segmentation_0278.png,0.5967209935188293,-0.0009552770748861086
segmentation/segmentation_0279.png,0.6110270619392395,-0.004892355931857146
segmentation/segmentation_0280.png,0.5898247957229614,-0.01029572253641762
segmentation/segmentation_0281.png,0.56010502576828,-0.011896695541660928
segmentation/segmentation_0282.png,0.5766499638557434,-0.015591917325845904
segmentation/segmentation_0283.png,0.5199843049049377,-0.02374570585596602
segmentation/segmentation_0284.png,0.5365251898765564,-0.025861285582039022
segmentation/segmentation_0285.png,0.5129126906394958,-0.022442869576006646
segmentation/segmentation_0286.png,0.5260401964187622,-0.02226328368994858
segmentation/segmentation_0287.png,0.5580131411552429,-0.01420584480155919
segmentation/segmentation_0288.png,0.5472999811172485,-0.004487013894312773
segmentation/segmentation_0289.png,0.5731595754623413,-0.0038852619612061347
segmentation/segmentation_0290.png,0.5455498099327087,-0.0031412405002940657
segmentation/segmentation_0291.png,0.5569676160812378,-0.00733570505291446
segmentation/segmentation_0292.png,0.5328354239463806,-0.005402820719465741
segmentation/segmentation_0293.png,0.5410504937171936,0.009472021546536352
segmentation/segmentation_0294.png,0.4613584280014038,0.030894038067736766
segmentation/segmentation_0295.png,0.4435604512691498,0.04672459016577323
segmentation/segmentation_0296.png,0.42249971628189087,0.04598146872925901
segmentation/segmentation_0297.png,0.48049604892730713,0.03330283514138948
segmentation/segmentation_0298.png,0.47934308648109436,0.025623295549605307
segmentation/segmentation_0299.png,0.5323683619499207,0.02459548934026342
segmentation/segmentation_0300.png,0.5213728547096252,0.026525883219863076
segmentation/segmentation_0301.png,0.5352962017059326,0.030960102362739612
segmentation/segmentation_0302.png,0.49030083417892456,0.04036375476874473
segmentation/segmentation_0303.png,0.5077418684959412,0.04339253852354899
segmentation/segmentation_0304.png,0.46501466631889343,0.05172851462490555
segmentation/segmentation_0305.png,0.4700393080711365,0.062046897406352344
segmentation/segmentation_0306.png,0.4169211685657501,0.06898575301702674
segmentation/segmentation_0307.png,0.4169211685657501,0.06898575301702674
segmentation/segmentation_0308.png,0.41738569736480713,0.07355026594554076
segmentation/segmentation_0309.png,0.44817915558815,0.07386251495651651
segmentation/segmentation_0310.png,0.4132622182369232,0.08248255396011957
segmentation/segmentation_0311.png,0.44953322410583496,0.08245734361289471
segmentation/segmentation_0312.png,0.5319408178329468,0.07501055336806611
segmentation/segmentation_0313.png,0.579368531703949,0.06112737931906575
segmentation/segmentation_0314.png,0.6167241930961609,0.04641722572899079
segmentation/segmentation_0315.png,0.655237078666687,0.03381047668628962
segmentation/segmentation_0316.png,0.6803933382034302,0.024635324378944126
segmentation/segmentation_0317.png,0.6941927671432495,0.01858839164512064
segmentation/segmentation_0318.png,0.7249968647956848,0.010142310483342246
segmentation/segmentation_0319.png,0.7697427868843079,0.004406556556167722
segmentation/segmentation_0320.png,0.7146956324577332,0.030326945743445313
segmentation/segmentation_0321.png,0.6057567000389099,0.05175474561320152
segmentation/segmentation_0322.png,0.5572807788848877,0.07083994049439477
segmentation/segmentation_0323.png,0.47050005197525024,0.08771383388195808
segmentation/segmentation_0324.png,0.4938671290874481,0.09006908322885034
segmentation/segmentation_0325.png,0.5435546040534973,0.07205572471898924
segmentation/segmentation_0326.png,0.6392783522605896,0.05454639111019256
segmentation/segmentation_0327.png,0.651624858379364,0.05012730529091106
segmentation/segmentation_0328.png,0.604438841342926,0.059289771852694434
segmentation/segmentation_0329.png,0.5452486872673035,0.08013708571184046
segmentation/segmentation_0330.png,0.5104684233665466,0.09024953363105175
segmentation/segmentation_0331.png,0.6097514629364014,0.10077155972215938
segmentation/segmentation_0332.png,0.6878228783607483,0.08101515017407421
segmentation/segmentation_0333.png,0.8011457324028015,0.06421808828405452
segmentation/segmentation_0334.png,0.8303523659706116,0.055270361058127264
segmentation/segmentation_0335.png,0.7759959697723389,0.06028413160471224
segmentation/segmentation_0336.png,0.7736477851867676,0.05902199861777278
segmentation/segmentation_0337.png,0.7704450488090515,0.057710385189232806
segmentation/segmentation_0338.png,0.8459538221359253,0.050287018900773466
segmentation/segmentation_0339.png,0.925702691078186,0.03387044894903212
segmentation/segmentation_0340.png,1.0,0.0010938460184443492
segmentation/segmentation_0341.png,1.0,0.0010938460184443492
segmentation/segmentation_0342.png,0.7804927825927734,0.06262616855440756
segmentation/segmentation_0343.png,0.6738728880882263,0.07713211991383097
segmentation/segmentation_0344.png,0.5947542786598206,0.08845224779384267
segmentation/segmentation_0345.png,0.7137767672538757,0.09214223319795473
segmentation/segmentation_0346.png,0.8452624082565308,0.06835042966742837
segmentation/segmentation_0347.png,1.0,0.013392528307985992
segmentation/segmentation_0348.png,0.8206944465637207,0.08831933465482289
segmentation/segmentation_0349.png,0.7086045742034912,0.10759499984476509
segmentation/segmentation_0350.png,0.6512406468391418,0.1167413153876529
segmentation/segmentation_0351.png,0.5658602714538574,0.11818402585498969
segmentation/segmentation_0352.png,0.6842578053474426,0.11724044229764947
segmentation/segmentation_0353.png,0.897502601146698,0.07768829748751196
segmentation/segmentation_0354.png,1.0,0.006390273617055936
segmentation/segmentation_0355.png,0.8834684491157532,0.09777142922100597
segmentation/segmentation_0356.png,0.7756326794624329,0.12874567074709525
segmentation/segmentation_0357.png,0.7080210447311401,0.13713822396554512
segmentation/segmentation_0358.png,0.638704776763916,0.14104764191117078
segmentation/segmentation_0359.png,0.646080732345581,0.14103700179758913
segmentation/segmentation_0360.png,0.8331155776977539,0.13346537731873137
segmentation/segmentation_0361.png,1.0,0.06962924398781306
segmentation/segmentation_0362.png,1.0,0.07668123777211719
segmentation/segmentation_0363.png,1.0,0.12920301554794938
segmentation/segmentation_0364.png,0.9339812994003296,0.13767867895278832
segmentation/segmentation_0365.png,0.8800705075263977,0.14250153042339908
segmentation/segmentation_0366.png,0.7620336413383484,0.14636774800113658
segmentation/segmentation_0367.png,0.9771636128425598,0.14846121472282406
segmentation/segmentation_0368.png,1.0,0.12393681460594351
segmentation/segmentation_0369.png,1.0,0.16565911785211546
segmentation/segmentation_0370.png,0.9763147830963135,0.19247221774010878
segmentation/segmentation_0371.png,0.9274066686630249,0.2030253937546844
segmentation/segmentation_0372.png,0.8777397871017456,0.20120873438190146
segmentation/segmentation_0373.png,0.7983058094978333,0.19494529102016991
segmentation/segmentation_0374.png,0.9036478996276855,0.1880887540533309
segmentation/segmentation_0375.png,0.9036478996276855,0.1880887540533309
segmentation/segmentation_0376.png,1.0,0.1861414071315524
segmentation/segmentation_0377.png,0.9847534894943237,0.18488958138900974
segmentation/segmentation_0378.png,0.9355065226554871,0.1762517734392606
segmentation/segmentation_0379.png,0.8872876167297363,0.16213491372685304
segmentation/segmentation_0380.png,0.7994410395622253,0.1568233287422732
segmentation/segmentation_0381.png,0.8598843216896057,0.1547897952725365
segmentation/segmentation_0382.png,0.7733266353607178,0.18246001411180607
segmentation/segmentation_0383.png,0.7836000919342041,0.18975104822658906
segmentation/segmentation_0384.png,0.7277888655662537,0.2117920364280944
segmentation/segmentation_0385.png,0.6807969212532043,0.19842756024208386
segmentation/segmentation_0386.png,0.6487425565719604,0.17548933953659304
segmentation/segmentation_0387.png,0.6062405705451965,0.1666277604564462
segmentation/segmentation_0388.png,0.5672926306724548,0.16620040493880148
segmentation/segmentation_0389.png,0.6164889335632324,0.1565350121613359
segmentation/segmentation_0390.png,0.5731342434883118,0.16007709366293854
segmentation/segmentation_0391.png,0.5955810546875,0.16265653389720597
segmentation/segmentation_0392.png,0.5988072752952576,0.13807325817392083
segmentation/segmentation_0393.png,0.5730795860290527,0.12488118945743062
segmentation/segmentation_0394.png,0.5477679371833801,0.12325761139570171
segmentation/segmentation_0395.png,0.5841185450553894,0.12594894737084097
segmentation/segmentation_0396.png,0.5059382915496826,0.14066303719204984
segmentation/segmentation_0397.png,0.5278668403625488,0.14496922690150865
segmentation/segmentation_0398.png,0.5312871932983398,0.1406699503617183
segmentation/segmentation_0399.png,0.5622727870941162,0.13416129603995822
segmentation/segmentation_0400.png,0.5830843448638916,0.13359246751348555
segmentation/segmentation_0401.png,0.5578382611274719,0.1407058682553054
segmentation/segmentation_0402.png,0.5232321619987488,0.1440512863667982
segmentation/segmentation_0403.png,0.5371785163879395,0.14956157772238438
segmentation/segmentation_0404.png,0.5222831964492798,0.14390990294635725
segmentation/segmentation_0405.png,0.5378438234329224,0.14437817471677367
segmentation/segmentation_0406.png,0.4892410635948181,0.14741584782589798
segmentation/segmentation_0407.png,0.49097877740859985,0.15788181534088375
segmentation/segmentation_0408.png,0.46373796463012695,0.16443553962551602
segmentation/segmentation_0409.png,0.46373796463012695,0.16443553962551602
segmentation/segmentation_0410.png,0.4642622470855713,0.1620027453474511
segmentation/segmentation_0411.png,0.4966166317462921,0.1639413107274708
segmentation/segmentation_0412.png,0.48630067706108093,0.16852765280562174
segmentation/segmentation_0413.png,0.5029633641242981,0.17267149830168907
segmentation/segmentation_0414.png,0.4569706320762634,0.1817515616853647
segmentation/segmentation_0415.png,0.45311853289604187,0.19301336583216977
segmentation/segmentation_0416.png,0.3993200659751892,0.1976796608077367
segmentation/segmentation_0417.png,0.4581294059753418,0.191963474923612
segmentation/segmentation_0418.png,0.4489644169807434,0.18763431939032987
segmentation/segmentation_0419.png,0.5103290677070618,0.1869033879397623
segmentation/segmentation_0420.png,0.5034934878349304,0.1864870663105268
segmentation/segmentation_0421.png,0.4540999233722687,0.1968460142842593
segmentation/segmentation_0422.png,0.4398534893989563,0.20597469318645348
segmentation/segmentation_0423.png,0.4297429323196411,0.20642593974224976
segmentation/segmentation_0424.png,0.43758392333984375,0.20205495660140582
segmentation/segmentation_0425.png,0.5215834379196167,0.18557917516042907
segmentation/segmentation_0426.png,0.5447373986244202,0.1766391393553103
segmentation/segmentation_0427.png,0.5074518322944641,0.17918892316059468
segmentation/segmentation_0428.png,0.47125107049942017,0.18909531366610072
segmentation/segmentation_0429.png,0.44586724042892456,0.19734127838443782
segmentation/segmentation_0430.png,0.41100725531578064,0.1993140351522218
segmentation/segmentation_0431.png,0.5193275213241577,0.18828083667142081
